CODE_ISO;GMDNR;GMDNAME;AREA_HA;ACODE;ACAT;ANAME;E_CNTR;N_CNTR
CH;5483;Ferreyres;316;5586;4;Lausanne;2527000;1167900
CH;5484;Gollion;545;5586;4;Lausanne;2528700;1159800
CH;5485;Grancy;567;5586;4;Lausanne;2525400;1160600
CH;5486;L'Isle;1622;5586;4;Lausanne;2521300;1163000
CH;5487;Lussery-Villars;374;5586;4;Lausanne;2530100;1164800
CH;5488;Mauraz;50;5586;4;Lausanne;2522300;1162000
CH;5489;Mex (VD);283;5586;4;Lausanne;2532000;1158900
CH;5492;Montricher;2602;5586;4;Lausanne;2518700;1161500
CH;5493;Orny;555;5586;4;Lausanne;2530200;1168900
CH;5495;Penthalaz;387;5586;4;Lausanne;2530200;1162900
CH;5496;Penthaz;384;5586;4;Lausanne;2531000;1161400
CH;5498;La Sarraz;770;5586;4;Lausanne;2529100;1167800
CH;5499;Senarclens;397;5586;4;Lausanne;2527200;1161500
CH;5501;Sullens;391;5586;4;Lausanne;2533100;1160600
CH;5503;Vufflens-la-Ville;538;5586;4;Lausanne;2531100;1158900
CH;5511;Assens;846;5586;4;Lausanne;2537500;1162700
CH;5512;Bercher;427;5586;4;Lausanne;2544300;1171400
CH;5514;Bottens;688;5586;4;Lausanne;2540300;1163300
CH;5515;Bretigny-sur-Morrens;287;5586;4;Lausanne;2538900;1161100
CH;5516;Cugy (VD);291;5586;4;Lausanne;2538800;1159400
CH;5518;Echallens;666;5586;4;Lausanne;2538400;1165800
CH;5521;Etagnières;378;5586;4;Lausanne;2536700;1161300
CH;5522;Fey;734;5586;4;Lausanne;2542200;1169600
CH;5523;Froideville;708;5586;4;Lausanne;2542100;1161300
CH;5527;Morrens (VD);367;5586;4;Lausanne;2537800;1160300
CH;5529;Oulens-sous-Echallens;587;5586;4;Lausanne;2534000;1166000
CH;5531;Penthéréaz;568;5586;4;Lausanne;2536100;1170400
CH;5533;Poliez-Pittet;501;5586;4;Lausanne;2542000;1164300
CH;5534;Rueyres;200;5586;4;Lausanne;2542800;1171700
CH;5535;Saint-Barthélemy (VD);412;5586;4;Lausanne;2535800;1165200
CH;5537;Villars-le-Terroir;709;5586;4;Lausanne;2538800;1167600
CH;5539;Vuarrens;897;5586;4;Lausanne;2539500;1170800
CH;5540;Montilliez;1186;5586;4;Lausanne;2540700;1165400
CH;5541;Goumoëns;1069;5586;4;Lausanne;2536100;1167800
CH;5561;Grandson;785;5938;4;Yverdon-les-Bains;2539400;1184400
CH;5581;Belmont-sur-Lausanne;265;5586;2;Lausanne;2541700;1152400
CH;5582;Cheseaux-sur-Lausanne;459;5586;4;Lausanne;2536100;1159600
CH;5583;Crissier;550;5586;2;Lausanne;2534000;1156300
CH;5584;Epalinges;457;5586;2;Lausanne;2541400;1155700
CH;5585;Jouxtens-Mézery;193;5586;2;Lausanne;2535600;1156000
CH;5586;Lausanne;4137;5586;1;Lausanne;2538200;1152400
CH;5587;Le Mont-sur-Lausanne;980;5586;2;Lausanne;2538400;1156800
CH;5588;Paudex;48;5586;2;Lausanne;2541000;1150800
CH;5589;Prilly;220;5586;2;Lausanne;2536100;1154100
CH;5590;Pully;586;5586;2;Lausanne;2540200;1151300
CH;5591;Renens (VD);295;5586;2;Lausanne;2534100;1154400
CH;5592;Romanel-sur-Lausanne;288;5586;2;Lausanne;2536000;1157300
CH;5601;Chexbres;215;5586;4;Lausanne;2549200;1148100
CH;5604;Forel (Lavaux);1851;5586;4;Lausanne;2548700;1154600
CH;5606;Lutry;846;5586;2;Lausanne;2542300;1150500
CH;5607;Puidoux;2286;5586;4;Lausanne;2549700;1150200
CH;5609;Rivaz;32;5586;4;Lausanne;2549300;1147400
CH;5610;Saint-Saphorin (Lavaux);89;5586;4;Lausanne;2550600;1147100
CH;5611;Savigny;1601;5586;4;Lausanne;2545800;1154400
CH;5613;Bourg-en-Lavaux;964;5586;4;Lausanne;2544500;1149500
CH;5621;Aclens;390;5586;4;Lausanne;2528800;1157800
CH;5622;Bremblens;291;5586;4;Lausanne;2529400;1155400
CH;5624;Bussigny;481;5586;2;Lausanne;2532000;1155800
CH;5627;Chavannes-près-Renens;165;5586;2;Lausanne;2533500;1153300
CH;5628;Chigny;89;5586;2;Lausanne;2526200;1152500
CH;5629;Clarmont;102;5586;4;Lausanne;2524200;1155600
CH;5631;Denens;330;5586;4;Lausanne;2524700;1152400
CH;5632;Denges;166;5586;2;Lausanne;2531100;1153000
CH;5633;Echandens;388;5586;2;Lausanne;2531100;1154000
CH;5634;Echichens;1327;5586;4;Lausanne;2527900;1153200
CH;5635;Ecublens (VD);572;5586;2;Lausanne;2533000;1153500
CH;5638;Lonay;372;5586;2;Lausanne;2529600;1153300
CH;5639;Lully (VD);205;5586;4;Lausanne;2525300;1150900
CH;5640;Lussy-sur-Morges;234;5586;4;Lausanne;2524100;1150800
CH;5642;Morges;384;5586;2;Lausanne;2528100;1152000
CH;5643;Préverenges;187;5586;2;Lausanne;2530100;1152200
CH;5645;Romanel-sur-Morges;176;5586;4;Lausanne;2528800;1156500
CH;5646;Saint-Prex;553;5586;4;Lausanne;2524600;1148300
CH;5648;Saint-Sulpice (VD);186;5586;2;Lausanne;2532400;1151400
CH;5649;Tolochenaz;159;5586;2;Lausanne;2526000;1150900
CH;5650;Vaux-sur-Morges;210;5586;4;Lausanne;2525200;1154300
CH;5651;Villars-Sainte-Croix;165;5586;2;Lausanne;2532800;1157800
CH;5652;Villars-sous-Yens;304;5586;4;Lausanne;2522600;1151500
CH;5653;Vufflens-le-Château;214;5586;4;Lausanne;2525700;1153300
CH;5654;Vullierens;684;5586;4;Lausanne;2526700;1158400
CH;5655;Yens;951;5586;4;Lausanne;2521700;1152400
CH;5656;Hautemorges;3296;5586;4;Lausanne;2522500;1156200
CH;5661;Boulens;342;5586;4;Lausanne;2545000;1170300
CH;5663;Bussy-sur-Moudon;312;5586;4;Lausanne;2552000;1170700
CH;5665;Chavannes-sur-Moudon;515;5586;4;Lausanne;2551800;1167600
CH;5673;Hermenches;477;5586;4;Lausanne;2548000;1165800
CH;5680;Ogens;340;5586;4;Lausanne;2545300;1173600
CH;5684;Rossenges;108;5586;4;Lausanne;2549100;1167300
CH;5688;Syens;252;5586;4;Lausanne;2549500;1166300
CH;5692;Vucherens;328;5586;4;Lausanne;2549100;1163700
CH;5693;Montanaire;3350;5586;4;Lausanne;2547800;1172700
CH;5701;Arnex-sur-Nyon;204;T_6621;4;Genève (CH);2504000;1136700
CH;5702;Arzier-Le Muids;5190;T_6621;4;Genève (CH);2505500;1146100
CH;5703;Bassins;2078;T_6621;4;Genève (CH);2507400;1146600
CH;5704;Begnins;479;T_6621;4;Genève (CH);2508700;1144000
CH;5705;Bogis-Bossey;245;T_6621;3;Genève (CH);2502100;1134400
CH;5706;Borex;199;T_6621;4;Genève (CH);2502900;1137200
CH;5707;Chavannes-de-Bogis;286;T_6621;3;Genève (CH);2501700;1133300
CH;5708;Chavannes-des-Bois;212;T_6621;4;Genève (CH);2499400;1130200
CH;5709;Chéserex;1058;T_6621;4;Genève (CH);2502800;1139600
CH;5710;Coinsins;291;T_6621;4;Genève (CH);2507700;1142100
CH;5711;Commugny;653;T_6621;3;Genève (CH);2502600;1130500
CH;5712;Coppet;187;T_6621;3;Genève (CH);2504000;1130300
CH;5713;Crans (VD);431;T_6621;4;Genève (CH);2505000;1134800
CH;5714;Crassier;203;T_6621;4;Genève (CH);2501900;1136700
CH;5715;Duillier;411;T_6621;4;Genève (CH);2507300;1140500
CH;5716;Eysins;238;T_6621;3;Genève (CH);2505200;1137400
CH;5717;Founex;479;T_6621;3;Genève (CH);2504100;1132100
CH;5718;Genolier;486;T_6621;4;Genève (CH);2506100;1143300
CH;5719;Gingins;1256;T_6621;4;Genève (CH);2503100;1140500
CH;5720;Givrins;396;T_6621;4;Genève (CH);2504900;1142700
CH;5721;Gland;832;T_6621;3;Genève (CH);2509700;1141700
CH;5722;Grens;255;T_6621;4;Genève (CH);2504000;1138800
CH;5723;Mies;346;T_6621;3;Genève (CH);2502200;1128800
CH;5724;Nyon;680;T_6621;3;Genève (CH);2507700;1137500
CH;5725;Prangins;607;T_6621;3;Genève (CH);2508500;1138800
CH;5726;La Rippe;1659;T_6621;4;Genève (CH);2500900;1137500
CH;5727;Saint-Cergue;2428;T_6621;4;Genève (CH);2501600;1144700
CH;5728;Signy-Avenex;194;T_6621;4;Genève (CH);2504900;1138400
CH;5729;Tannay;180;T_6621;3;Genève (CH);2502800;1129400
CH;5730;Trélex;577;T_6621;4;Genève (CH);2505100;1141200
CH;5731;Le Vaud;311;T_6621;4;Genève (CH);2507500;1148100
CH;5732;Vich;155;T_6621;3;Genève (CH);2508700;1142700
CH;5746;Bavois;935;5586;4;Lausanne;2533300;1170700
CH;5749;Chavornay;1928;5586;4;Lausanne;2533600;1173100
CH;5752;Croy;448;5586;4;Lausanne;2526400;1171900
CH;5785;Corcelles-le-Jorat;794;5586;4;Lausanne;2546600;1162000
CH;5790;Maracon;438;5586;4;Lausanne;2556500;1155600
CH;5792;Montpreveyres;412;5586;4;Lausanne;2546500;1159200
CH;5798;Ropraz;481;5586;4;Lausanne;2547400;1162800
CH;5799;Servion;632;5586;4;Lausanne;2549800;1158500
CH;5803;Vulliens;663;5586;4;Lausanne;2550500;1163500
CH;5804;Jorat-Menthue;1765;5586;4;Lausanne;2543700;1164100
CH;5805;Oron;2628;5586;4;Lausanne;2553100;1158000
CH;5806;Jorat-Mézières;1109;5586;4;Lausanne;2549200;1161800
CH;5816;Corcelles-près-Payerne;1211;95822;6;Payerne;2563600;1186800
CH;5822;Payerne;2418;95822;6;Payerne;2561700;1185700
CH;5852;Bursinel;178;T_6621;4;Genève (CH);2512800;1143700
CH;5853;Bursins;337;T_6621;4;Genève (CH);2511800;1145100
CH;5855;Dully;165;T_6621;4;Genève (CH);2512300;1143000
CH;5857;Gilly;776;T_6621;4;Genève (CH);2512300;1145800
CH;5858;Luins;267;T_6621;4;Genève (CH);2510300;1144000
CH;5859;Mont-sur-Rolle;386;T_6621;4;Genève (CH);2515400;1147200
CH;5861;Rolle;274;T_6621;4;Genève (CH);2515300;1145800
CH;5863;Vinzel;110;T_6621;4;Genève (CH);2510900;1144600
CH;5882;Chardonne;1031;5890;2;Vevey – Montreux;2553000;1147500
CH;5883;Corseaux;107;5890;2;Vevey – Montreux;2552900;1147000
CH;5884;Corsier-sur-Vevey;674;5890;2;Vevey – Montreux;2554200;1146700
CH;5885;Jongny;216;5890;2;Vevey – Montreux;2554300;1147800
CH;5886;Montreux;3341;5890;1;Vevey – Montreux;2559500;1142800
CH;5889;La Tour-de-Peilz;326;5890;2;Vevey – Montreux;2555600;1144800
CH;5890;Vevey;240;5890;1;Vevey – Montreux;2554400;1145700
CH;5891;Veytaux;677;5890;2;Vevey – Montreux;2560700;1141100
CH;5892;Blonay - Saint-Légier;3124;5890;2;Vevey – Montreux;2558200;1146000
CH;5903;Bioley-Magnoux;429;5586;4;Lausanne;2544400;1175300
CH;5904;Chamblon;286;5938;4;Yverdon-les-Bains;2536400;1181200
CH;5905;Champvent;903;5938;4;Yverdon-les-Bains;2533800;1181700
CH;5909;Cheseaux-Noréaz;590;5938;2;Yverdon-les-Bains;2541400;1181100
CH;5922;Montagny-près-Yverdon;352;5938;2;Yverdon-les-Bains;2536900;1182600
CH;5924;Orges;402;5938;4;Yverdon-les-Bains;2535100;1184400
CH;5926;Pomy;562;5938;4;Yverdon-les-Bains;2541200;1179000
CH;5931;Treycovagnes;208;5938;4;Yverdon-les-Bains;2536600;1180600
CH;5933;Valeyres-sous-Montagny;228;5938;2;Yverdon-les-Bains;2536700;1183400
CH;5935;Villars-Epeney;86;5938;4;Yverdon-les-Bains;2543300;1181400
CH;5937;Vugelles-La Mothe;307;5938;4;Yverdon-les-Bains;2534300;1186200
CH;5938;Yverdon-les-Bains;1354;5938;1;Yverdon-les-Bains;2539000;1181200
CH;5939;Yvonand;1341;5938;4;Yverdon-les-Bains;2546900;1183500
CH;6002;Brig-Glis;3766;6002;1;Brig – Visp;2642400;1129600
CH;6004;Eggerberg;605;6002;4;Brig – Visp;2634000;1128900
CH;6007;Naters;14722;6002;2;Brig – Visp;2642300;1130700
CH;6008;Ried-Brig;4757;6002;4;Brig – Visp;2644500;1129500
CH;6010;Termen;1865;6002;4;Brig – Visp;2645000;1131000
CH;6011;Zwischbergen;8603;6002;4;Brig – Visp;2654200;1116200
CH;6021;Ardon;2039;6266;3;Sion;2586000;1117800
CH;6023;Conthey;8495;6266;3;Sion;2589700;1119900
CH;6024;Nendaz;8596;6266;4;Sion;2589700;1115200
CH;6025;Vétroz;1043;6266;3;Sion;2587900;1119400
CH;6082;Ayent;5533;6266;4;Sion;2597600;1125000
CH;6084;Hérémence;10746;6266;4;Sion;2597400;1114300
CH;6087;Saint-Martin (VS);3700;6266;4;Sion;2600400;1113500
CH;6089;Vex;1305;6266;4;Sion;2596800;1117800
CH;6090;Mont-Noble;4345;6266;4;Sion;2599200;1119700
CH;6131;Bovernier;1307;6136;4;Martigny;2572800;1103200
CH;6136;Martigny;3259;6136;1;Martigny;2571500;1105300
CH;6137;Martigny-Combe;3741;6136;2;Martigny;2569000;1105000
CH;6152;Collombey-Muraz;2975;6153;2;Monthey;2560600;1125300
CH;6153;Monthey;2870;6153;1;Monthey;2562300;1122500
CH;6156;Troistorrents;3696;6153;2;Monthey;2559800;1119800
CH;6172;Bister;581;6002;4;Brig – Visp;2648200;1134500
CH;6173;Bitsch;579;6002;4;Brig – Visp;2643900;1132100
CH;6177;Grengiols;5852;6002;4;Brig – Visp;2650400;1135900
CH;6191;Ausserberg;1501;6002;4;Brig – Visp;2631800;1129300
CH;6193;Bürchen;1347;6002;4;Brig – Visp;2628900;1125900
CH;6194;Eischoll;1409;6002;4;Brig – Visp;2626300;1127000
CH;6198;Niedergesteln;1762;6002;4;Brig – Visp;2626400;1129200
CH;6199;Raron;3038;6002;4;Brig – Visp;2627900;1128900
CH;6201;Unterbäch;2208;6002;4;Brig – Visp;2627800;1126000
CH;6203;Mörel-Filet;855;6002;4;Brig – Visp;2646700;1134100
CH;6215;Massongex;664;6153;4;Monthey;2565400;1121300
CH;6232;Chalais;2434;6248;4;Sierre;2605300;1123800
CH;6235;Chippis;197;6248;2;Sierre;2608000;1125300
CH;6238;Grône;2072;6266;4;Sion;2601300;1122200
CH;6239;Icogne;2483;6266;4;Sion;2600000;1126600
CH;6246;Saint-Léonard;388;6266;4;Sion;2598500;1122500
CH;6248;Sierre;1913;6248;1;Sierre;2607300;1127000
CH;6253;Crans-Montana;5966;96253;6;Crans-Montana;2604400;1129400
CH;6254;Noble-Contrée;650;6248;2;Sierre;2607000;1128400
CH;6261;Arbaz;1917;6266;4;Sion;2595800;1124600
CH;6263;Grimisuat;445;6266;2;Sion;2595800;1123200
CH;6265;Savièse;7098;6266;2;Sion;2593000;1122000
CH;6266;Sion;3486;6266;1;Sion;2594000;1120100
CH;6267;Veysonnaz;114;6266;4;Sion;2592200;1116100
CH;6281;Baltschieder;3134;6002;2;Brig – Visp;2632800;1128700
CH;6282;Eisten;3801;6002;4;Brig – Visp;2635100;1116600
CH;6283;Embd;1339;6002;4;Brig – Visp;2630700;1118300
CH;6286;Lalden;130;6002;2;Brig – Visp;2635800;1127700
CH;6293;Stalden (VS);1050;6002;4;Brig – Visp;2633300;1120300
CH;6294;Staldenried;1427;6002;4;Brig – Visp;2634200;1119900
CH;6296;Törbel;1751;6002;4;Brig – Visp;2631800;1120800
CH;6297;Visp;1320;6002;1;Brig – Visp;2634300;1126900
CH;6298;Visperterminen;5163;6002;4;Brig – Visp;2635800;1123100
CH;6299;Zeneggen;756;6002;4;Brig – Visp;2632900;1124700
CH;6300;Zermatt;24291;96300;6;Zermatt;2623900;1096500
CH;6404;Boudry;1676;6458;4;Neuchâtel;2554300;1200000
CH;6408;Cortaillod;368;6458;4;Neuchâtel;2554900;1199200
CH;6413;Rochefort;2585;6458;4;Neuchâtel;2552200;1203200
CH;6416;Milvignes;879;6458;4;Neuchâtel;2556000;1201800
CH;6421;La Chaux-de-Fonds;5571;T_6421;1;La Chaux-de-Fonds – Le Locle (CH);2553400;1216900
CH;6422;Les Planchettes;1173;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2549300;1217500
CH;6423;La Sagne;2555;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2551400;1210000
CH;6434;Le Cerneux-Péquignot;1570;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2541200;1207600
CH;6435;La Chaux-du-Milieu;1731;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2544000;1207200
CH;6436;Le Locle;3466;T_6421;3;La Chaux-de-Fonds – Le Locle (CH);2547600;1212000
CH;6451;Cornaux;473;6458;4;Neuchâtel;2568200;1209800
CH;6452;Cressier (NE);857;6458;4;Neuchâtel;2569500;1211200
CH;6453;Enges;958;6458;4;Neuchâtel;2567600;1211800
CH;6454;Hauterive (NE);213;6458;2;Neuchâtel;2564500;1207100
CH;6455;Le Landeron;1028;6458;4;Neuchâtel;2571600;1211600
CH;6456;Lignières;1252;6458;4;Neuchâtel;2571600;1214700
CH;6458;Neuchâtel;3008;6458;1;Neuchâtel;2561300;1204700
CH;6459;Saint-Blaise;886;6458;2;Neuchâtel;2565600;1207100
CH;6461;La Tène;529;6458;2;Neuchâtel;2567200;1206900
CH;6601;Aire-la-Ville;293;T_6621;4;Genève (CH);2492300;1116400
CH;6602;Anières;385;T_6621;4;Genève (CH);2506300;1125700
CH;6603;Avully;462;T_6621;4;Genève (CH);2489000;1114200
CH;6604;Avusy;517;T_6621;4;Genève (CH);2489600;1111300
CH;6605;Bardonnex;500;T_6621;4;Genève (CH);2497000;1111800
CH;6606;Bellevue;436;T_6621;4;Genève (CH);2501000;1123500
CH;6607;Bernex;1295;T_6621;2;Genève (CH);2494600;1114700
CH;6608;Carouge (GE);270;T_6621;2;Genève (CH);2499700;1115600
CH;6609;Cartigny;438;T_6621;4;Genève (CH);2490400;1114600
CH;6610;Céligny;466;T_6621;4;Genève (CH);2504300;1134000
CH;6611;Chancy;538;T_6621;4;Genève (CH);2486700;1112000
CH;6612;Chêne-Bougeries;414;T_6621;2;Genève (CH);2503400;1117000
CH;6613;Chêne-Bourg;128;T_6621;2;Genève (CH);2504000;1116600
CH;6614;Choulex;391;T_6621;4;Genève (CH);2506400;1120000
CH;6615;Collex-Bossy;689;T_6621;4;Genève (CH);2498400;1125200
CH;6616;Collonge-Bellerive;612;T_6621;2;Genève (CH);2504400;1121800
CH;6617;Cologny;365;T_6621;2;Genève (CH);2503100;1119200
CH;6618;Confignon;277;T_6621;2;Genève (CH);2495500;1114500
CH;6619;Corsier (GE);274;T_6621;4;Genève (CH);2506400;1124200
CH;6620;Dardagny;860;T_6621;4;Genève (CH);2488600;1116900
CH;6621;Genève;1593;T_6621;1;Genève (CH);2500000;1117900
CH;6622;Genthod;287;T_6621;4;Genève (CH);2501100;1124600
CH;6623;Le Grand-Saconnex;438;T_6621;2;Genève (CH);2498600;1121100
CH;6624;Gy;329;T_6621;4;Genève (CH);2508900;1123000
CH;6625;Hermance;144;T_6621;4;Genève (CH);2508000;1128500
CH;6626;Jussy;1135;T_6621;4;Genève (CH);2509500;1121000
CH;6627;Laconnex;383;T_6621;4;Genève (CH);2491700;1112600
CH;6628;Lancy;477;T_6621;2;Genève (CH);2498100;1116300
CH;6629;Meinier;695;T_6621;4;Genève (CH);2507100;1122400
CH;6630;Meyrin;994;T_6621;2;Genève (CH);2494600;1120600
CH;6631;Onex;281;T_6621;2;Genève (CH);2496500;1115500
CH;6632;Perly-Certoux;254;T_6621;4;Genève (CH);2495800;1112600
CH;6633;Plan-les-Ouates;585;T_6621;2;Genève (CH);2498000;1113900
CH;6634;Pregny-Chambésy;324;T_6621;4;Genève (CH);2500100;1122000
CH;6635;Presinge;471;T_6621;4;Genève (CH);2509000;1119200
CH;6636;Puplinge;267;T_6621;2;Genève (CH);2506800;1118300
CH;6637;Russin;491;T_6621;4;Genève (CH);2490000;1116100
CH;6638;Satigny;1892;T_6621;4;Genève (CH);2491500;1119100
CH;6639;Soral;294;T_6621;4;Genève (CH);2492200;1111300
CH;6640;Thônex;382;T_6621;2;Genève (CH);2504200;1116000
CH;6641;Troinex;343;T_6621;2;Genève (CH);2500400;1113000
CH;6642;Vandoeuvres;442;T_6621;2;Genève (CH);2504600;1119600
CH;6643;Vernier;769;T_6621;2;Genève (CH);2495700;1119100
CH;6644;Versoix;1050;T_6621;3;Genève (CH);2501500;1126500
CH;6645;Veyrier;650;T_6621;2;Genève (CH);2503200;1113600
CH;6702;Boécourt;1235;T_6711;4;Delémont (CH);2583100;1244300
CH;6704;Châtillon (JU);531;T_6711;4;Delémont (CH);2592800;1241800
CH;6706;Courchapoix;639;T_6711;4;Delémont (CH);2601300;1244200
CH;6708;Courrendlin;2155;T_6711;4;Delémont (CH);2595100;1243100
CH;6709;Courroux;1974;T_6711;2;Delémont (CH);2595200;1245600
CH;6710;Courtételle;1356;T_6711;4;Delémont (CH);2590900;1243300
CH;6711;Delémont;2197;T_6711;1;Delémont (CH);2593000;1245900
CH;6712;Develier;1247;T_6711;4;Delémont (CH);2589100;1245000
CH;6715;Mervelier;974;T_6711;4;Delémont (CH);2604800;1243600
CH;6716;Mettembert;234;T_6711;4;Delémont (CH);2591200;1249700
CH;6719;Pleigne;1784;T_6711;4;Delémont (CH);2588800;1250700
CH;6721;Rossemaison;189;T_6711;2;Delémont (CH);2592700;1243900
CH;6724;Soyhières;750;T_6711;4;Delémont (CH);2594800;1249100
CH;6730;Val Terbi;4669;T_6711;4;Delémont (CH);2598200;1244200
CH;6790;Fontenais;1999;96800;6;Porrentruy;2573000;1250300
CH;6800;Porrentruy;1476;96800;6;Porrentruy;2572800;1251800
AT;AT_80201;Alberschwende;2114;T_3251;4;Rheintal (AT/CH);2781300;1258900
AT;AT_80205;Bildstein;914;T_3251;2;Rheintal (AT/CH);2777300;1259200
AT;AT_80207;Bregenz;1590;T_3251;2;Rheintal (AT/CH);2774400;1263200
AT;AT_80208;Buch;614;T_3251;4;Rheintal (AT/CH);2779000;1261700
AT;AT_80210;Doren;1419;T_3251;4;Rheintal (AT/CH);2783500;1263200
AT;AT_80212;Eichenberg;1159;T_3251;4;Rheintal (AT/CH);2777400;1267600
AT;AT_80213;Fußach;684;T_3251;2;Rheintal (AT/CH);2767000;1261000
AT;AT_80214;Gaißau;406;T_3251;4;Rheintal (AT/CH);2761900;1261000
AT;AT_80215;Hard;1064;T_3251;2;Rheintal (AT/CH);2769300;1261800
AT;AT_80217;Höchst;1393;T_3251;2;Rheintal (AT/CH);2765000;1260500
AT;AT_80218;Hörbranz;876;T_3251;4;Rheintal (AT/CH);2774400;1269400
AT;AT_80219;Hohenweiler;842;T_3251;4;Rheintal (AT/CH);2776300;1272700
AT;AT_80220;Kennelbach;322;T_3251;2;Rheintal (AT/CH);2775300;1261700
AT;AT_80221;Krumbach;871;T_3251;4;Rheintal (AT/CH);2786700;1262300
AT;AT_80222;Langen bei Bregenz;2186;T_3251;4;Rheintal (AT/CH);2780300;1265600
AT;AT_80223;Langenegg;1047;T_3251;4;Rheintal (AT/CH);2785100;1260300
AT;AT_80224;Lauterach;1191;T_3251;2;Rheintal (AT/CH);2771400;1259900
AT;AT_80225;Lingenau;688;T_3251;4;Rheintal (AT/CH);2786900;1258600
AT;AT_80226;Lochau;1059;T_3251;4;Rheintal (AT/CH);2775300;1265900
AT;AT_80229;Möggers;1142;T_3251;4;Rheintal (AT/CH);2778000;1270900
AT;AT_80235;Schwarzach;491;T_3251;2;Rheintal (AT/CH);2775200;1257800
AT;AT_80238;Sulzberg;2305;T_3251;4;Rheintal (AT/CH);2786200;1266600
AT;AT_80240;Wolfurt;1000;T_3251;2;Rheintal (AT/CH);2774100;1259600
AT;AT_80301;Dornbirn;12092;T_3251;1;Rheintal (AT/CH);2776000;1249700
AT;AT_80302;Hohenems;2922;T_3251;2;Rheintal (AT/CH);2771100;1248700
AT;AT_80303;Lustenau;2229;T_3251;1;Rheintal (AT/CH);2768500;1255100
AT;AT_80401;Altach;535;T_3251;2;Rheintal (AT/CH);2766700;1247400
AT;AT_80402;Düns;345;T_3251;4;Rheintal (AT/CH);2772000;1232900
AT;AT_80404;Feldkirch;3435;T_3251;1;Rheintal (AT/CH);2762000;1235900
AT;AT_80405;Frastanz;3080;T_3251;4;Rheintal (AT/CH);2767900;1230900
AT;AT_80406;Fraxern;887;T_3251;4;Rheintal (AT/CH);2770700;1243900
AT;AT_80407;Göfis;905;T_3251;4;Rheintal (AT/CH);2766000;1234300
AT;AT_80408;Götzis;1463;T_3251;2;Rheintal (AT/CH);2767900;1245200
AT;AT_80409;Klaus;525;T_3251;2;Rheintal (AT/CH);2766700;1242600
AT;AT_80410;Koblach;1024;T_3251;2;Rheintal (AT/CH);2764100;1243700
AT;AT_80411;Laterns;4378;T_3251;4;Rheintal (AT/CH);2776100;1237600
AT;AT_80412;Mäder;324;T_3251;2;Rheintal (AT/CH);2764600;1246800
AT;AT_80413;Meiningen;538;T_3251;4;Rheintal (AT/CH);2761800;1241000
AT;AT_80414;Rankweil;2187;T_3251;2;Rheintal (AT/CH);2765600;1238400
AT;AT_80416;Röthis;273;T_3251;2;Rheintal (AT/CH);2767300;1240400
AT;AT_80417;Satteins;1271;T_3251;4;Rheintal (AT/CH);2769200;1233400
AT;AT_80420;Sulz;301;T_3251;2;Rheintal (AT/CH);2766500;1240100
AT;AT_80421;Übersaxen;577;T_3251;4;Rheintal (AT/CH);2770200;1235800
AT;AT_80422;Viktorsberg;1251;T_3251;4;Rheintal (AT/CH);2772500;1242200
AT;AT_80423;Weiler;308;T_3251;2;Rheintal (AT/CH);2767500;1241600
AT;AT_80424;Zwischenwasser;2263;T_3251;2;Rheintal (AT/CH);2771700;1239700
DE;DE_08335002;Allensbach;2674;T_4671;4;Konstanz – Kreuzlingen (DE/CH);2722700;1288600
DE;DE_08335015;Büsingen am Hochrhein;762;T_2939;4;Schaffhausen (CH/DE);2693800;1284200
DE;DE_08335043;Konstanz, Universitätsstadt;5310;T_4671;1;Konstanz – Kreuzlingen (DE/CH);2731800;1285400
DE;DE_08335066;Reichenau;449;T_4671;4;Konstanz – Kreuzlingen (DE/CH);2727900;1288000
DE;DE_08336006;Bad Bellingen;1703;T_2701;4;Basel (CH/DE/FR);2609400;1285600
DE;DE_08336008;Binzen;567;T_2701;4;Basel (CH/DE/FR);2613600;1276000
DE;DE_08336014;Efringen-Kirchen;4366;T_2701;4;Basel (CH/DE/FR);2609600;1280100
DE;DE_08336019;Eimeldingen;354;T_2701;4;Basel (CH/DE/FR);2611700;1275800
DE;DE_08336024;Fischingen;185;T_2701;4;Basel (CH/DE/FR);2612200;1277700
DE;DE_08336034;Hasel;1170;T_2701;4;Basel (CH/DE/FR);2634200;1279300
DE;DE_08336036;Hausen im Wiesental;466;T_2701;4;Basel (CH/DE/FR);2629400;1281600
DE;DE_08336043;Inzlingen;947;T_2701;2;Basel (CH/DE/FR);2619700;1270900
DE;DE_08336045;Kandern;6218;T_2701;4;Basel (CH/DE/FR);2616100;1283700
DE;DE_08336050;Lörrach;3961;T_2701;2;Basel (CH/DE/FR);2618400;1275300
DE;DE_08336057;Maulburg;975;T_2701;3;Basel (CH/DE/FR);2625500;1277000
DE;DE_08336069;Rheinfelden (Baden);6261;T_2701;3;Basel (CH/DE/FR);2624800;1270600
DE;DE_08336073;Rümmingen;450;T_2701;4;Basel (CH/DE/FR);2615900;1277300
DE;DE_08336075;Schallbach;396;T_2701;4;Basel (CH/DE/FR);2614000;1278500
